limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,risk_category
180000,2,2,1,26,0,12909,12684,0,0
160000,2,1,2,27,0,3918,3918,1,0
20000,2,2,2,25,0,113135,5026,0,1
30000,2,2,1,25,0,165986,8842,0,0
250000,2,2,1,25,0,133758,31000,0,0
80000,2,1,2,25,0,269830,19276,0,0
90000,2,1,2,24,0,154247,3292,0,0
50000,2,1,2,28,0,-2000,2000,1,0
210000,2,1,2,27,0,159005,11406,0,1
200000,2,1,2,27,0,110878,32015,0,0
320000,2,2,2,28,0,187757,65560,0,0
200000,2,1,1,32,0,14707,5455,0,0
80000,2,2,1,27,1,13409,4287,0,1
140000,2,3,2,26,0,187979,7941,0,0
80000,2,1,2,27,0,435035,19787,0,0
200000,2,1,2,29,0,54392,37019,0,0
230000,2,2,2,30,1,12591,8229,0,1
230000,2,1,2,28,0,335156,9871,0,0
20000,2,3,1,26,0,67698,6169,0,0
90000,2,2,1,27,0,222778,5228,0,0
130000,2,2,1,26,1,25603,2550,0,1
320000,2,2,2,29,0,23172,26318,1,0
30000,2,2,2,29,0,212301,17706,0,1
240000,2,1,2,29,1,227219,24000,0,1
360000,2,1,2,29,0,21882,25491,1,0
30000,2,1,2,28,0,17555,3987,0,0
240000,2,3,2,28,1,778521,14171,0,1
320000,2,1,2,28,0,3998,5997,1,0
410000,2,1,2,28,0,333707,7585,0,0
220000,2,2,2,29,0,235452,14508,0,1
240000,2,1,2,26,0,6658,6846,1,0
200000,2,1,2,26,0,30265,30938,1,0
80000,2,5,2,25,0,326831,13504,0,0
20000,2,1,2,25,0,112830,7409,0,0
20000,2,1,2,24,0,47166,53216,1,0
300000,2,2,2,26,0,11911,17011,1,0
340000,2,1,2,26,0,106983,6170,0,1
300000,2,2,2,27,0,53151,11698,0,0
350000,2,1,2,26,0,0,0,1,0
20000,2,1,2,24,1,104170,8000,0,1
90000,2,1,2,24,0,334978,29846,0,0
80000,2,2,1,27,1,334873,9509,0,0
20000,2,2,1,28,0,39221,3333,0,0
240000,2,1,2,28,0,1111005,40100,0,0
150000,2,1,2,27,1,20395,19583,0,1
100000,2,1,2,27,1,259280,10795,0,0
150000,2,2,1,24,0,29055,29746,1,0
50000,2,1,2,27,0,135408,10218,0,0
260000,2,1,2,27,0,498954,16433,0,0
140000,2,1,2,27,0,922892,34568,0,0
30000,2,1,2,24,0,84292,45868,0,0
90000,2,2,2,23,0,88089,10428,0,0
50000,2,2,1,23,1,46239,6431,0,0
230000,2,2,2,31,0,238245,62278,0,0
70000,2,3,1,30,1,346682,14600,0,1
300000,2,1,2,30,0,340609,14640,0,0
300000,2,1,2,27,0,439498,272808,0,0
110000,2,1,2,29,1,645235,25994,0,0
30000,2,2,2,27,0,30800,10445,0,0
20000,2,2,2,27,1,26689,5299,0,1
30000,2,1,2,22,0,6173,5768,0,0
350000,2,1,2,31,0,204108,92480,0,0
200000,2,1,2,30,0,60938,53661,0,0
200000,2,1,2,31,0,12202,1460,0,0
50000,2,2,1,26,0,188767,8353,0,0
100000,2,2,2,26,1,426782,11744,0,1
140000,2,2,2,26,0,46523,14844,0,0
50000,2,3,2,22,0,296897,10053,0,1
50000,2,1,2,22,0,202100,10523,0,0
160000,2,1,2,27,0,549456,38017,0,1
170000,2,2,2,28,0,920030,336152,0,0
160000,2,1,2,28,0,260139,10206,0,0
100000,2,3,2,28,0,6900,0,0,2
100000,2,1,2,29,0,446311,21000,0,0
200000,2,2,2,23,1,61650,0,0,0
360000,2,1,2,27,0,1731040,84355,0,0
160000,2,1,2,27,0,699173,137844,0,0
500000,2,1,2,30,0,708653,30116,0,0
50000,2,1,2,30,0,226054,7413,0,0
90000,2,2,2,25,0,536785,24600,0,1
300000,2,2,2,25,0,6364,17397,1,0
120000,2,1,2,28,1,332396,17900,0,0
300000,2,1,2,28,1,23356,9343,0,0
500000,2,1,2,28,0,187057,80855,0,0
50000,2,2,1,28,0,102661,6311,0,0
20000,2,2,1,26,0,103447,7219,0,0
240000,2,1,2,27,0,118175,0,0,0
210000,2,2,2,27,0,153144,14077,0,0
50000,2,3,1,24,0,157387,58228,0,0
50000,2,2,2,25,0,128800,4814,0,0
60000,2,1,2,25,0,13112,11605,0,0
310000,2,2,2,28,0,1729358,61663,0,0
140000,2,1,2,28,1,319458,15983,0,1
320000,2,2,1,27,0,6385,5210,0,0
90000,2,2,1,27,0,136051,8084,0,0
280000,2,2,1,27,0,1479358,52447,0,0
80000,2,3,1,25,1,11681,8306,0,0
170000,2,1,2,25,0,892927,108568,0,0
240000,2,2,1,30,1,22943,16104,0,1
30000,2,1,1,23,1,167462,6641,0,1
120000,2,2,2,24,0,384395,14078,0,0
50000,2,2,2,23,0,94074,2597,0,0
10000,2,2,2,23,0,43703,3898,0,0
80000,2,1,2,24,0,202223,8859,0,0
170000,2,1,2,28,0,277819,15000,0,1
360000,2,2,2,28,1,-1842,307,1,0
110000,2,1,1,33,1,154779,6375,0,1
210000,2,2,1,34,0,111567,12000,0,0
150000,2,5,1,34,0,462000,17000,0,0
200000,2,2,1,34,0,92525,102576,1,0
140000,2,2,2,26,1,976932,55531,0,1
80000,2,2,2,27,1,255561,10250,0,0
240000,2,3,1,24,0,818538,114537,0,0
50000,2,2,1,29,0,229188,20700,0,0
80000,2,1,2,28,0,257284,11652,0,0
70000,2,4,1,24,0,95133,1000,0,0
50000,2,1,2,24,0,32600,21752,0,0
180000,2,1,2,28,0,98614,33326,0,0
110000,2,1,2,29,0,629693,34165,0,1
300000,2,2,1,29,1,1869037,66152,0,0
210000,2,5,2,29,0,281265,12000,0,0
200000,2,1,2,29,0,99149,49139,0,0
100000,2,2,1,28,1,0,0,1,0
70000,2,3,2,31,1,333294,12154,0,1
250000,2,1,2,31,0,409878,18658,0,0
600000,2,1,2,31,0,353,1058,1,0
320000,2,2,1,31,0,29796,13300,0,0
180000,2,2,2,31,0,637174,22594,0,0
110000,2,1,2,27,0,363704,26144,0,0
20000,2,1,2,22,0,116882,5393,0,1
60000,2,3,2,22,0,41281,21659,0,0
320000,2,2,2,30,0,49645,47692,0,0
320000,2,1,2,29,0,323480,105619,0,0
110000,2,2,2,29,0,669153,29645,0,0
80000,2,3,2,28,0,427145,17200,0,0
500000,2,3,2,29,0,577682,21480,0,0
190000,2,3,2,31,0,1655,35607,1,0
80000,2,2,2,27,0,102308,22500,0,0
90000,2,1,1,29,0,133385,62257,0,0
140000,2,3,2,29,0,806537,46972,0,1
200000,2,1,2,31,0,896,896,1,0
250000,2,1,1,31,0,31663,32689,1,0
260000,2,1,1,32,0,238,238,1,0
220000,2,2,2,28,1,3700,0,0,0
110000,2,2,2,29,0,180742,7400,0,0
210000,2,2,2,27,0,529468,20600,0,0
380000,2,2,1,30,0,1051554,200914,0,0
120000,2,1,2,26,0,1523,3090,1,0
60000,2,1,2,25,0,347686,17385,0,0
100000,2,2,2,24,1,508850,20800,0,1
20000,2,1,2,24,0,112824,7855,0,0
30000,2,2,2,25,1,127853,6517,0,0
50000,2,1,2,26,0,203320,15532,0,0
200000,2,1,2,26,1,470419,25600,0,1
210000,2,1,2,25,0,2730,3813,1,0
240000,2,2,2,25,0,0,0,1,0
150000,2,3,2,33,0,41426,5174,0,0
330000,2,1,2,34,0,21456,25833,1,0
280000,2,2,2,34,0,202151,170029,0,1
210000,2,1,2,33,0,0,0,1,0
400000,2,1,1,34,0,33378,26005,0,0
200000,2,1,2,33,0,854522,36990,0,0
60000,2,2,1,32,0,350362,14200,0,0
50000,2,2,1,34,0,12354,3200,0,0
360000,2,1,2,31,0,78801,78720,0,0
300000,2,1,2,31,0,76373,92496,1,0
10000,2,2,2,33,0,35443,11000,0,1
420000,2,1,1,32,0,9249,378,0,0
220000,2,3,2,32,0,1100748,55000,0,0
130000,2,2,1,34,1,193924,10600,0,1
200000,2,1,1,34,0,0,0,1,0
50000,2,1,2,33,0,209997,12001,0,1
300000,2,2,1,33,0,1608045,90008,0,0
120000,2,2,1,44,1,2741,2351,0,0
360000,2,1,2,35,0,110072,84991,0,0
50000,2,3,1,35,0,0,0,1,0
230000,2,1,2,37,0,42190,43820,1,1
50000,2,2,1,37,0,128774,32294,0,0
30000,2,2,1,38,0,96315,6343,0,0
150000,2,3,1,45,1,753164,30641,0,1
70000,2,3,1,44,0,28634,8168,0,0
320000,2,1,2,35,0,229785,13701,0,0
330000,2,1,1,41,1,0,0,1,0
120000,2,2,1,37,0,667816,26900,0,0
360000,2,1,1,36,0,20242,8869,0,0
30000,2,2,1,40,0,166109,6625,0,1
150000,2,3,2,39,0,195592,29977,0,0
30000,2,2,2,49,1,115218,6000,0,1
150000,2,2,1,46,0,247615,120487,0,0
470000,2,1,1,37,0,147408,55819,0,0
410000,2,2,1,42,0,2313402,90236,0,0
390000,2,3,2,43,1,0,498,1,0
320000,2,2,1,37,0,956192,34914,0,0
450000,2,3,2,40,0,46541,30793,0,0
70000,2,2,2,42,0,343767,9996,0,1
50000,2,2,1,44,0,44073,4302,0,0
100000,2,3,1,46,0,495338,21300,0,1
110000,2,1,2,28,0,470867,38766,0,0
280000,2,2,2,28,0,771957,24794,0,0
500000,2,1,2,28,0,1446554,55316,0,0
360000,2,1,2,30,0,597838,36742,0,0
180000,2,2,1,30,0,6964,1258,0,1
480000,2,2,2,31,0,1219982,67800,0,0
450000,2,1,1,39,0,82569,116047,1,0
80000,2,1,2,26,0,473954,20300,0,0
290000,2,2,2,25,0,406415,17010,0,0
500000,2,2,2,27,0,841856,206390,0,0
200000,2,1,1,37,0,40570,26649,0,0
130000,2,3,1,43,1,119420,4400,0,1
360000,2,2,2,34,0,1530115,58950,0,0
300000,2,2,1,34,0,393199,26145,0,0
70000,2,2,2,41,1,325419,49300,0,0
80000,2,3,1,44,0,8499,8738,1,0
30000,2,1,2,36,1,153904,7586,0,1
280000,2,2,2,30,0,1302551,166023,0,0
210000,1,3,2,46,0,312918,19350,0,0
80000,2,3,1,41,0,353583,14977,0,0
260000,2,1,2,37,0,10734,7848,0,0
120000,2,3,1,36,1,71517,4971,0,0
150000,2,1,2,32,0,218293,11410,0,1
180000,2,2,1,31,0,1299,999,0,1
140000,2,2,1,34,0,336344,17000,0,0
370000,2,3,1,34,0,1081232,246313,0,0
30000,2,2,1,35,1,156145,5026,0,1
160000,2,2,2,33,0,841765,31711,0,0
60000,2,2,3,33,1,6600,4355,0,1
230000,2,1,1,34,1,1178961,48300,0,1
80000,2,2,1,37,0,331191,18000,0,0
360000,2,2,1,37,0,6298,0,0,1
130000,2,2,1,42,1,718209,22835,0,1
500000,2,1,2,35,0,106687,80659,0,0
360000,2,2,1,47,0,516981,17509,0,0
120000,2,3,1,38,0,714324,30380,0,0
150000,2,2,2,36,0,448530,26155,0,0
120000,2,2,1,37,0,18486,0,0,0
190000,2,1,3,35,0,757038,240898,0,1
230000,2,3,1,43,0,5831,5831,1,0
50000,2,3,3,43,0,192949,5800,0,0
20000,2,3,2,45,0,2640,2340,0,0
100000,2,3,1,38,0,253414,111885,0,0
200000,2,5,3,40,0,938828,60139,0,0
160000,2,2,2,38,0,673756,27920,0,0
160000,2,1,2,32,0,2189,2139,0,0
50000,2,3,1,39,1,196072,7403,0,1
100000,2,1,2,26,0,1580,1896,1,0
420000,2,1,1,44,0,212220,13340,0,1
500000,2,2,1,38,0,29168,17669,0,0
190000,2,1,2,28,0,5869,6049,1,0
120000,2,2,2,32,0,40420,0,0,0
300000,2,2,1,33,0,63507,5072,0,0
50000,2,2,2,31,0,202266,14996,0,0
290000,2,1,2,29,0,632265,25526,0,0
240000,2,2,2,29,0,542652,53448,0,0
120000,2,2,1,28,0,506952,21283,0,0
150000,2,2,2,30,0,745002,24143,0,0
270000,2,1,2,31,0,22341,12061,0,0
310000,2,1,2,31,0,40752,31920,0,0
20000,2,2,1,42,1,51586,4426,0,1
70000,2,1,2,29,0,393988,14576,0,0
290000,2,2,1,29,0,104526,10507,0,0
120000,2,2,2,38,0,2608,1304,0,1
140000,2,3,1,48,0,567307,155615,0,0
220000,2,1,1,43,0,405921,14934,0,0
240000,2,1,2,28,0,1118609,140090,0,0
320000,2,2,1,30,0,476972,66934,0,0
50000,2,2,1,30,1,194415,9870,0,1
100000,2,1,1,30,0,182739,72708,0,0
70000,2,2,2,30,1,93203,5800,0,1
230000,2,1,2,30,0,218228,16616,0,0
120000,2,2,2,30,0,13612,9407,0,1
350000,2,1,2,31,0,1548166,58184,0,0
70000,2,1,2,34,1,273900,12000,0,1
50000,2,3,1,31,0,198753,9469,0,0
150000,2,1,2,32,0,12766,12267,0,0
410000,2,3,1,34,0,37030,57835,1,0
410000,2,1,2,34,0,243389,29382,0,0
400000,2,1,2,35,0,19978,19113,0,0
50000,2,2,1,34,0,138159,11486,0,0
390000,2,1,1,39,0,174404,75749,0,0
360000,2,1,2,36,0,111797,99177,0,0
30000,2,2,1,36,0,3415,2613,0,0
300000,2,2,2,42,0,11530,8572,0,0
170000,2,1,1,44,0,2657,1903,0,0
40000,2,2,2,44,1,227932,11124,0,1
430000,2,1,2,38,0,359112,104300,0,0
130000,2,2,1,47,1,2398,9900,1,0
450000,2,2,1,42,0,148391,62630,0,0
90000,2,1,2,29,0,494013,18763,0,0
190000,2,1,1,43,0,185531,190414,1,0
210000,2,1,2,38,0,65733,20927,0,0
20000,2,2,1,43,1,96267,5588,0,0
200000,2,1,1,36,0,0,0,1,0
160000,2,1,2,29,0,1981,3362,1,0
220000,2,2,2,30,0,868677,36549,0,1
230000,2,1,2,31,0,17456,19328,1,0
290000,2,1,2,32,0,2224,739,0,0
360000,2,1,2,33,0,99620,7308,0,0
160000,2,2,1,33,0,15321,4924,0,0
240000,2,2,1,34,0,0,0,1,0
260000,2,2,1,35,0,46626,68405,1,0
100000,2,2,1,34,0,68502,8666,0,0
70000,2,3,1,42,0,179450,39280,0,0
170000,2,2,2,25,0,213417,20200,0,1
40000,2,2,2,26,0,129703,35353,0,0
80000,2,2,1,47,0,221286,7652,0,0
30000,2,1,2,25,0,175880,12005,0,0
140000,2,1,2,25,1,-2200,3000,1,0
230000,2,2,1,27,0,96485,40241,0,0
200000,2,2,1,39,0,230185,10083,0,0
400000,2,1,1,35,0,63218,69082,1,0
170000,2,2,1,38,0,771892,30800,0,1
270000,2,3,1,43,0,9241,4874,0,0
30000,2,2,1,39,0,12182,8407,0,0
200000,2,2,2,46,0,0,600,1,0
280000,2,1,2,31,0,271,168,0,1
420000,2,2,2,32,0,2618528,95201,0,0
30000,2,3,1,43,1,128389,6760,0,1
180000,2,2,1,41,0,601997,25824,0,0
290000,2,2,1,31,0,1413691,47960,0,0
20000,2,2,2,32,0,101494,8500,0,1
500000,2,3,1,38,0,28423,65485,1,0
340000,2,2,1,42,0,1047967,35056,0,0
270000,2,2,1,39,0,545891,21082,0,0
150000,2,3,1,41,0,388678,211748,0,0
40000,2,2,2,33,0,13943,12179,0,1
360000,2,1,2,34,0,42419,39402,0,0
500000,2,2,1,34,0,831283,99093,0,0
280000,2,2,2,47,0,274689,176621,0,0
50000,2,2,2,43,0,158570,6300,0,0
330000,2,1,2,42,1,51314,67799,1,0
360000,2,3,2,46,0,146895,154720,1,0
340000,2,3,1,40,0,1037221,43400,0,0
500000,2,1,2,26,0,9798,8774,0,0
270000,2,1,2,34,0,221208,38030,0,1
120000,2,3,1,40,0,503792,22621,0,0
140000,2,2,1,39,0,6761,6574,0,0
200000,2,2,2,27,0,36985,35911,0,0
50000,2,3,1,45,0,141095,14773,0,0
220000,2,1,2,28,0,216686,62500,0,0
80000,2,1,2,43,0,159046,7618,0,0
200000,2,3,0,45,0,4624,4225,0,0
20000,2,1,2,29,0,8425,8431,1,0
260000,2,1,2,29,1,3168,1980,0,1
430000,2,1,2,29,0,707124,33000,0,0
360000,2,1,1,39,0,135675,122108,0,0
500000,2,1,2,30,0,63863,87672,1,0
50000,2,3,1,45,0,254363,13500,0,1
50000,2,2,1,47,0,248703,9156,0,0
360000,2,1,2,35,0,582,1190,1,0
10000,2,3,2,36,0,38311,5824,0,0
220000,2,1,2,32,0,23085,29807,1,0
110000,2,2,2,33,1,602529,28104,0,0
290000,2,2,2,34,0,1637271,61800,0,0
110000,2,2,1,35,0,344074,68006,0,0
120000,2,2,2,40,0,7560,8560,1,0
140000,2,2,1,46,0,481501,17872,0,0
500000,2,2,1,38,0,838786,41791,0,0
360000,2,1,1,45,0,10694,8081,0,0
280000,2,2,1,44,1,1170,780,0,0
220000,2,2,2,38,1,46654,35272,0,0
210000,2,2,1,30,0,754912,24756,0,0
170000,2,1,2,38,0,2062,1246,0,0
50000,2,1,2,23,0,105869,7043,0,0
300000,2,1,1,34,1,330447,20899,0,1
160000,2,1,2,30,1,29194,81591,1,0
320000,2,2,2,26,1,1848773,55900,0,1
280000,2,3,1,37,0,968320,38200,0,0
290000,2,1,2,31,0,271858,16250,0,0
20000,2,3,2,41,0,118790,6446,0,1
80000,2,3,1,37,0,1028428,1165307,1,0
200000,2,3,1,47,0,0,0,1,0
270000,2,1,2,29,0,6840,5850,0,0
200000,2,1,1,46,0,51886,50298,0,0
130000,2,2,1,39,0,676382,31902,0,0
30000,2,2,2,35,1,158096,8700,0,1
60000,2,2,1,29,0,13799,15650,1,0
180000,2,1,2,34,1,559761,28500,0,1
90000,2,2,1,45,1,287368,11855,0,1
430000,2,1,1,43,0,152856,124703,0,0
30000,2,2,1,37,1,173052,7600,0,1
190000,2,2,2,40,1,995284,38123,0,0
240000,2,1,2,31,1,1128035,43500,0,1
240000,2,1,1,33,0,4693,3380,0,0
240000,2,2,1,38,0,275687,35095,0,1
160000,2,2,1,41,0,7480,8976,1,0
110000,2,2,1,28,0,538290,34027,0,1
360000,2,1,2,30,0,58028,48875,0,0
130000,2,3,1,43,1,679006,28079,0,0
30000,2,2,1,38,1,18677,9900,0,1
370000,2,1,2,30,0,81242,40839,0,0
120000,2,3,2,31,0,495486,13515,0,1
100000,2,2,2,31,0,1517,1517,1,0
80000,2,5,2,33,0,41226,18628,0,0
120000,2,2,1,30,0,530682,20136,0,0
290000,2,2,1,33,0,669449,21354,0,0
150000,2,3,2,35,0,746520,26030,0,0
270000,2,2,1,28,0,1379278,49000,0,0
20000,2,2,2,29,0,98590,20007,0,0
360000,2,1,1,31,1,430,438,1,0
320000,2,1,2,30,0,23763,31931,1,0
260000,2,1,1,31,0,535905,236814,0,0
320000,2,1,1,38,1,2500,0,0,1
360000,2,1,2,32,0,1517586,55276,0,0
190000,2,1,2,40,0,5946,5771,0,0
330000,2,1,1,31,0,1092221,104042,0,0
90000,2,2,1,33,1,272650,66884,0,1
240000,2,1,1,41,0,672749,30802,0,1
280000,2,1,2,30,0,55671,52800,0,0
360000,2,1,2,31,0,84876,70706,0,0
350000,2,1,1,33,1,249217,255618,1,0
420000,2,2,1,33,0,373197,47677,0,0
280000,2,2,2,42,0,1366738,47250,0,0
70000,2,2,1,44,0,361615,35663,0,0
140000,2,1,2,32,0,612180,23058,0,0
60000,2,2,2,31,0,287831,12600,0,0
110000,2,2,1,33,0,550625,27100,0,1
300000,2,2,1,46,0,17211,21249,1,0
80000,2,3,2,41,0,196474,6100,0,0
200000,2,2,1,32,0,10701,0,0,0
450000,2,2,2,42,0,8544,6374,0,0
140000,2,3,2,43,0,718391,27540,0,0
150000,2,1,2,37,0,66542,47088,0,0
80000,2,2,1,31,0,336724,24810,0,0
200000,2,2,1,35,0,23056,32722,1,0
360000,2,2,1,44,1,0,0,1,0
160000,2,2,1,37,0,282349,12857,0,1
200000,2,1,2,33,0,19681,12433,0,0
150000,2,1,1,35,0,25067,25143,1,0
50000,2,2,2,38,0,2340,2340,1,0
360000,2,2,1,45,0,916277,29137,0,0
500000,2,1,1,32,0,290923,196113,0,0
220000,2,1,1,31,0,883592,49970,0,0
220000,2,2,2,37,0,21172,21048,0,0
80000,2,2,1,45,0,480342,18145,0,0
200000,2,2,2,38,0,18000,18000,1,0
100000,2,1,2,38,1,237138,10500,0,1
260000,2,1,1,32,1,1150,1150,1,0
300000,2,5,2,37,0,92599,76741,0,0
160000,2,3,1,44,0,1170,3852,1,0
50000,2,2,2,35,0,252891,58791,0,0
150000,2,3,2,38,0,6982,1846,0,1
70000,2,1,2,27,0,406596,19700,0,1
80000,2,2,2,27,0,422019,24352,0,1
100000,2,1,2,28,0,666,1257,1,0
150000,2,2,2,30,0,333720,20040,0,0
340000,2,2,3,35,0,113507,118380,1,0
210000,2,3,1,39,0,166429,6932,0,1
240000,2,1,2,28,0,86545,43698,0,0
250000,2,1,2,35,0,261040,77266,0,0
200000,2,1,1,38,0,48055,32013,0,0
50000,2,1,1,36,0,247795,58004,0,1
450000,2,1,2,35,0,87180,82859,0,0
200000,2,1,1,38,0,58582,11673,0,0
350000,2,2,1,47,1,504868,17602,0,0
200000,2,1,2,45,0,2598,221,0,0
530000,2,2,1,44,1,3119867,124042,0,0
60000,2,3,1,45,0,206948,7504,0,0
280000,2,1,2,30,0,7044,4176,0,0
210000,2,1,1,34,0,990032,79867,0,0
210000,2,1,2,34,1,6887,1018,0,1
420000,2,2,1,46,0,1352866,54284,0,0
80000,2,2,2,45,0,8413,5839,0,0
170000,2,1,1,31,0,6832,0,0,0
80000,2,2,2,35,0,173225,39396,0,0
510000,2,2,1,38,0,289056,20400,0,0
110000,2,2,1,31,0,385922,14312,0,0
10000,2,2,2,31,1,20554,1400,0,0
300000,2,1,2,32,0,320,332,1,0
60000,2,2,1,32,1,298634,9712,0,1
200000,2,2,2,33,0,1017237,38300,0,0
230000,2,2,1,35,0,38794,25260,0,0
500000,2,1,2,45,0,29033,35419,1,0
50000,2,2,2,47,1,233477,6695,0,1
280000,2,2,1,45,0,896246,31494,0,0
170000,2,2,1,31,0,643902,28302,0,0
60000,2,2,2,31,1,304297,52837,0,1
210000,2,1,2,32,1,164,160,0,1
70000,2,3,2,42,1,376521,13500,0,1
300000,2,3,1,37,0,127191,109211,0,0
330000,2,1,2,31,0,260715,18615,0,0
200000,2,2,2,49,0,513716,26000,0,0
170000,2,5,1,33,0,681357,29396,0,0
20000,2,2,1,48,1,0,0,1,0
230000,2,2,1,45,1,2496,2652,1,0
80000,2,2,1,27,0,411645,17701,0,0
320000,2,4,3,32,0,71382,48406,0,0
230000,2,2,1,35,0,923231,57022,0,0
80000,2,2,2,38,0,43742,18226,0,0
300000,2,3,1,32,1,0,0,1,0
100000,2,3,1,43,1,521812,44690,0,1
370000,2,2,1,47,0,20950,22828,1,0
200000,2,2,2,37,0,27010,24715,0,0
130000,2,1,2,30,0,23883,20050,0,0
50000,2,2,1,42,0,177703,8062,0,0
300000,2,2,2,35,0,432037,20094,0,0
500000,2,1,1,44,0,775213,155455,0,0
140000,2,2,1,37,1,4259,4259,1,0
20000,2,2,1,44,0,82357,5235,0,0
270000,2,1,1,44,0,188078,220588,1,0
150000,2,2,1,35,0,1143885,22518,0,0
70000,2,1,1,45,0,247074,145008,0,0
120000,2,1,1,46,0,184724,8060,0,0
20000,2,2,2,39,0,100672,5658,0,0
260000,2,1,1,34,0,885157,44688,0,0
160000,2,1,1,35,0,6371,14770,1,0
50000,2,2,1,45,0,136297,8926,0,0
350000,2,2,1,39,0,590,590,1,0
510000,2,1,2,40,1,2741745,14000,0,2
250000,2,1,1,38,0,100160,57532,0,0
80000,2,2,1,36,0,64320,70087,1,0
180000,2,2,2,33,0,48765,56940,1,0
60000,2,2,3,39,1,51564,4000,0,0
170000,2,1,1,35,1,821115,34200,0,1
200000,2,1,1,39,0,480336,417735,0,0
210000,2,1,1,31,1,130517,99325,0,0
200000,2,1,2,47,0,386041,357161,0,0
200000,2,2,2,34,1,445287,18200,0,1
200000,2,2,1,32,0,98412,21251,0,0
240000,2,2,1,29,0,170437,55408,0,0
450000,2,2,2,34,0,8641,4889,0,0
80000,2,2,1,26,0,424839,14300,0,0
430000,2,2,2,33,0,966570,36400,0,0
30000,2,3,1,40,1,106106,6700,0,1
290000,2,2,1,30,0,1567055,54273,0,0
40000,2,2,2,37,1,81118,18000,0,1
170000,2,3,1,37,0,472050,17414,0,0
130000,2,1,2,26,0,75125,35989,0,0
360000,2,2,2,27,0,29211,18015,0,0
360000,2,3,1,30,0,2627,2377,0,0
180000,2,3,1,45,0,2376,2376,1,0
210000,2,2,2,28,0,190100,20000,0,1
260000,2,2,2,35,0,5201,5885,1,0
200000,2,2,1,33,0,87469,50679,0,0
340000,2,1,2,31,0,1376121,311169,0,0
200000,2,1,1,37,0,3135,0,0,0
360000,2,2,1,35,1,2065737,64511,0,1
90000,2,2,2,32,0,442062,15428,0,0
40000,2,3,1,34,0,210679,15529,0,1
500000,2,2,2,28,0,1050082,31128,0,0
240000,2,2,1,36,0,1313754,42569,0,0
440000,2,1,2,33,0,13600,17554,1,0
50000,2,2,1,33,0,186718,22313,0,0
180000,2,2,2,28,1,955116,35389,0,1
30000,2,2,1,35,0,156422,9453,0,0
60000,2,1,2,29,0,239811,9131,0,0
150000,2,3,1,29,0,54726,7072,0,0
80000,2,2,1,32,0,5988,0,0,0
290000,2,1,1,34,0,11513,11706,1,0
220000,2,2,1,40,0,45486,11752,0,0
50000,2,1,2,34,0,17170,21091,1,0
80000,2,3,1,48,0,206887,7252,0,1
400000,2,1,2,37,0,307823,316286,1,0
150000,2,1,1,33,0,-18,698,1,0
250000,2,1,2,34,0,1188743,45455,0,1
120000,2,2,1,34,0,1800,0,0,0
300000,2,1,2,28,0,55514,18119,0,0
500000,2,2,2,39,0,79055,41075,0,0
240000,2,2,2,36,0,1000,0,0,0
240000,2,2,2,29,0,389399,158360,0,0
30000,2,2,2,39,1,10228,8396,0,0
90000,2,1,2,29,0,-1440,0,1,0
60000,2,1,2,31,1,7879,9700,1,1
60000,2,2,2,41,0,67174,5374,0,0
230000,2,1,2,41,0,54033,51517,0,0
290000,2,1,1,40,0,1030529,38308,0,0
430000,2,1,2,42,0,131008,132380,1,0
230000,2,2,1,39,1,0,0,1,0
140000,2,3,1,48,0,959,959,1,0
210000,2,2,2,30,0,1192058,47000,0,0
390000,2,2,2,36,0,502065,16009,0,0
320000,2,1,1,35,0,262061,259848,0,1
50000,2,2,1,44,1,165039,8500,0,1
100000,2,1,2,30,0,267406,84050,0,0
260000,2,3,1,40,0,7368,8035,1,0
260000,2,1,1,30,0,36150,36150,1,0
100000,2,1,2,30,0,490310,21787,0,0
340000,2,2,1,37,0,108302,40326,0,0
150000,2,2,1,36,0,302932,15409,0,0
360000,2,2,2,30,0,38679,11323,0,0
210000,2,2,1,34,0,152422,38958,0,0
200000,2,1,1,33,0,4706,4326,0,1
310000,2,1,1,41,0,65332,6616,0,0
260000,2,1,1,32,0,6292,5472,0,0
210000,2,2,2,41,0,2235,4127,1,0
330000,2,2,2,39,0,104823,28951,0,0
430000,2,2,2,29,0,21937,19622,0,0
450000,2,1,2,32,0,83820,25321,0,0
150000,2,2,1,32,0,779500,198500,0,0
410000,2,3,1,32,0,228025,123709,0,0
90000,2,2,1,48,0,279113,12009,0,0
280000,2,1,1,36,0,97994,92846,0,0
150000,2,1,1,45,0,46394,58819,1,0
200000,2,1,1,42,0,8449,6075,0,0
150000,2,2,1,42,0,48189,5645,0,1
140000,2,1,2,40,0,727216,22123,0,1
260000,2,1,1,29,0,125914,144606,1,0
160000,2,2,2,30,0,765587,30674,0,0
310000,2,1,1,45,0,583107,24370,0,0
80000,2,3,1,47,1,2730,4719,1,1
150000,2,3,1,38,0,870855,36264,0,1
330000,2,1,1,31,0,137215,8311,0,0
180000,2,1,2,30,0,15441,16669,1,0
120000,2,1,2,29,1,68720,10691,0,1
150000,2,4,2,30,0,24777,26730,1,0
200000,2,1,2,35,0,417955,16179,0,0
170000,2,2,2,37,0,20675,16995,0,0
50000,2,2,3,45,0,276970,55192,0,0
