limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,max_delay,risk_category,bill_to_limit_ratio,payment_to_bill_ratio
170000,2,2.0,1,31,1,35599,62225,1,-2,0,0.29704,2.113780972259628
170000,2,1.0,2,33,0,875261,35800,0,2,1,0.416154,0.9664691436343277
500000,2,1.0,1,33,0,84829,83157,0,-2,0,3.07555,0.03564751484635733
240000,2,1.0,2,33,0,1343637,47884,0,0,0,0.7437666666666667,1.1637162192443866
230000,2,2.0,1,30,0,20663,12513,0,0,0,6.25275,0.05958178401503338
210000,2,2.0,1,32,0,0,0,1,-2,0,0.14571111111111112,1.1585582837679833
400000,2,1.0,1,33,0,64424,31677,0,2,1,2.8419333333333334,0.040169576787841346
150000,2,3.0,1,41,1,560769,20621,0,0,0,0.5496925,0.13925058100665372
50000,2,1.0,2,27,0,23793,12775,0,0,0,1.880759375,0.08307814496471672
150000,2,2.0,1,28,1,16180,4260,0,0,0,0.9806790697674419,0.20957238932680725
230000,2,2.0,2,28,1,0,0,1,-2,0,0.0016285714285714287,0.3333333333333333
470000,2,1.0,1,28,0,999791,34400,0,0,0,0.5030571428571429,0.5354972454137559
30000,2,2.0,2,28,1,6600,0,0,5,2,0.12808181818181819,0.3560934062034211
100000,2,3.0,1,29,0,10969,19954,1,1,0,4.2235,0.04203464740933665
30000,2,3.0,1,34,1,16979,10368,0,2,1,5.20832,0.13542772124042093
110000,2,2.0,2,40,0,514853,19426,0,0,0,0.1284,0.5275851673198674
300000,2,3.0,1,39,0,239348,10554,0,2,1,5.901892307692307,0.04626938426528128
240000,2,3.0,3,37,0,46828,35480,0,0,0,5.5313,0.04885066662587318
350000,2,2.0,2,28,1,1751622,56136,0,2,1,4.181668181818182,0.038603558605906516
220000,2,1.0,2,28,0,20202,20000,0,-2,0,0.0,0.0
400000,2,1.0,2,35,0,118816,251151,1,-2,0,0.09445454545454546,0.7367661212704524
500000,2,2.0,1,40,0,208077,201100,0,0,0,3.27914,0.05977176942734985
280000,2,3.0,2,48,0,861154,30698,0,0,0,0.12239666666666667,0.13616928565592745
30000,2,2.0,1,37,0,22313,25966,1,-2,0,0.03458,1.1043956043956045
20000,2,1.0,2,49,0,125055,7451,0,0,0,0.10318888888888889,0.459540217508345
270000,2,4.0,2,29,0,39342,45580,1,1,0,0.901184,0.03774146012357077
270000,2,1.0,2,34,0,767322,30823,0,0,0,0.42032068965517244,0.2885153372219898
400000,2,2.0,1,34,0,219877,30618,0,0,0,0.01737674418604651,1.0002676659528908
320000,2,1.0,2,39,0,601843,50000,0,0,0,0.09678333333333333,0.7996670684805695
430000,2,1.0,2,30,0,421692,88375,0,0,0,2.2985,0.042307785270587095
140000,2,2.0,2,31,1,228,76,0,1,0,0.2594107142857143,0.9852412748674881
70000,2,2.0,1,31,0,35214,18857,0,0,0,0.5864652173913043,0.0507980754260974
110000,2,2.0,2,31,0,14089,5017,0,0,0,1.9410142857142858,0.05634756496971392
30000,2,4.0,1,31,0,126705,5326,0,0,0,0.13019090909090908,1.240485999581035
550000,2,2.0,1,32,1,2864576,387943,0,2,1,5.968685714285714,0.03837887259219546
310000,2,1.0,1,47,0,39804,21000,0,0,0,0.0671,0.7117900314621626
130000,2,1.0,2,32,0,767246,35500,0,0,0,0.0,0.0
130000,2,2.0,1,32,0,719069,35127,0,0,0,0.0,0.0
220000,2,2.0,1,34,0,919967,35514,0,0,0,0.0585,0.6666666666666666
300000,2,1.0,1,35,0,0,0,1,-2,0,0.40755,0.27456753772543246
110000,2,2.0,1,35,0,10390,7655,0,0,0,1.90784,0.07023649781952365
50000,2,2.0,1,44,1,163957,9800,0,2,1,0.37345,0.84047395903066
300000,2,1.0,2,40,1,36719,5000,0,3,1,1.316775,0.3904520514134913
200000,2,2.0,1,36,0,6916,7638,1,-2,0,1.9573833333333333,0.5404664390385123
360000,2,3.0,2,38,1,37148,17071,0,0,0,0.14115833333333333,0.9025522954916662
500000,2,1.0,2,34,0,450592,17006,0,0,0,1.21578,0.020793235618286204
290000,2,2.0,1,42,0,121893,35168,0,0,0,5.6644,0.035364734128945696
430000,2,1.0,1,37,1,7472,7474,1,-2,0,0.02625,2.3668027210884355
180000,2,3.0,2,34,0,17421,13931,0,1,0,5.8379111111111115,0.04149220040653811
90000,2,3.0,1,35,0,206865,8752,0,0,0,1.15988125,0.48517358996880067
280000,2,2.0,1,43,0,72635,71563,0,-2,0,0.0,0.0
230000,2,2.0,2,37,0,134887,6852,0,2,1,0.40187666666666666,0.04354569809974868
70000,2,2.0,1,39,0,135871,7656,0,0,0,4.8398,0.04625191123600149
110000,2,2.0,1,38,0,14321,17765,1,-2,0,5.7553909090909094,0.03519862010794623
70000,2,3.0,1,32,0,417808,16035,0,0,0,1.5105214285714286,0.04436973041475744
180000,2,2.0,1,32,0,12078,8597,0,2,1,0.0,0.0
240000,2,3.0,2,35,1,0,0,1,-2,0,3.847113333333333,0.3737780881596071
210000,2,1.0,1,40,0,0,0,1,-2,0,0.79075,0.8675308251659817
20000,2,2.0,2,46,1,1170,780,0,-1,0,1.2525612903225807,0.029292237325325654
80000,2,3.0,1,48,0,32604,8952,0,0,0,0.0743304347826087,0.46548900327562004
50000,2,1.0,2,33,0,95392,6700,0,0,0,0.0062,1.2952853598014888
80000,2,3.0,2,33,0,29876,25110,0,0,0,1.14733,0.6698799241136668
80000,2,1.0,2,34,0,105342,41131,0,2,1,0.7329766666666667,0.9985947710932135
60000,2,2.0,3,34,0,117443,63474,0,1,0,5.1582,0.095740762281416
360000,2,2.0,2,35,0,50817,45865,0,1,0,0.412085,0.11223412645449361
50000,2,2.0,2,48,0,60789,1264,0,4,1,0.08818,0.9698911317759129
200000,2,4.0,1,43,0,1132880,40064,0,0,0,0.02521,0.6575961919873067
140000,2,2.0,1,42,0,3675,8698,1,1,0,0.5944875,0.44361740154334617
180000,2,2.0,2,30,0,1050824,43601,0,0,0,0.0,0.0
160000,2,2.0,1,32,0,185581,90039,0,0,0,5.779566666666667,0.04179090704608766
200000,2,2.0,1,34,1,0,0,1,-2,0,5.157873684210526,0.05218490687717093
600000,2,2.0,1,38,0,241126,10500,0,2,1,0.12134285714285714,0.9968683776783612
20000,2,2.0,1,46,1,96796,4477,0,4,1,0.033661538461538465,0.7710237659963437
220000,2,1.0,1,44,0,1266186,44568,0,0,0,3.6735052631578946,0.050145709103308754
140000,2,1.0,1,40,1,211473,9383,0,2,1,0.002673913043478261,1.0
240000,2,2.0,2,38,1,0,0,1,1,0,0.031533846153846155,3.900375664731424
150000,2,2.0,1,32,0,577067,215695,0,1,0,0.465116,1.4131012478607488
20000,2,1.0,2,32,1,15815,13720,0,-1,0,0.014165714285714285,0.8753529649052038
310000,2,2.0,1,32,0,388294,11374,0,0,0,0.26082222222222223,0.5851296469853171
230000,2,3.0,1,39,0,17096,7958,0,2,1,3.91354,0.029298282373503272
130000,2,1.0,2,34,0,806,1044,1,-2,0,3.9669346153846154,0.04287945642973697
300000,2,1.0,2,31,0,344199,230572,0,0,0,0.10681951219512195,0.9275732943647822
300000,2,2.0,1,34,0,219893,219584,0,-1,0,0.4741961538461538,1.0880315675921195
20000,2,2.0,1,29,0,103164,9877,0,2,1,4.1228625,0.1000154625578709
200000,2,3.0,2,33,0,82417,9250,0,2,1,0.0,0.0
200000,2,2.0,1,40,0,17636,17105,0,-2,0,4.5598,0.04751670394900361
500000,2,1.0,2,28,0,12605,8289,0,-1,0,2.457568333333333,0.3210782202732918
80000,2,2.0,1,37,0,47559,21098,0,0,0,0.29043,0.8659573735495645
360000,2,1.0,2,29,1,0,0,1,-2,0,4.9538,0.1329013417309271
30000,2,2.0,1,33,0,173387,7246,0,0,0,0.20341785714285715,0.8453745808241305
190000,2,2.0,2,44,0,979996,51141,0,0,0,0.03743478260869565,1.0174216027874565
350000,2,1.0,1,36,0,42470,42337,0,-2,0,0.028366666666666665,1.0812489508141683
260000,2,2.0,1,31,0,8752,6748,0,-1,0,2.96175,0.39252694071635574
190000,2,2.0,1,37,0,697966,35000,0,2,1,0.11936296296296296,4.7573538537917335
230000,2,2.0,1,34,0,615,615,1,-2,0,0.4251125,1.3197682966273634
650000,2,3.0,2,39,0,20497,79946,1,0,0,0.01875,0.4
250000,2,1.0,2,32,0,116279,164314,1,0,0,0.1577,0.5766927358557035
700000,2,2.0,2,34,0,9916,8680,0,-2,0,0.24988666666666667,0.8512392284502308
270000,2,1.0,1,40,0,70422,41206,0,0,0,0.13443333333333332,1.2937432845689727
100000,2,2.0,1,43,0,391354,11466,0,0,0,0.101425,0.9806260783830416
260000,2,2.0,1,38,0,1031403,44226,0,0,0,0.60845,0.8875010272002629
410000,2,2.0,2,33,0,43796,40624,0,-2,0,3.5674,0.12053596456803274
520000,2,2.0,1,47,0,246582,268289,1,-2,0,5.9262,0.019506597819850834
80000,2,2.0,1,39,1,329829,32988,0,0,0,4.08752,0.490674051747759
450000,2,3.0,1,36,0,0,0,1,-2,0,3.5614434782608697,0.1957425665216351
30000,2,4.0,2,45,0,136794,6500,0,0,0,2.6911,0.18579762922225113
600000,2,3.0,2,44,0,1474541,473443,0,0,0,1.1575857142857142,0.11106860337401735
200000,2,1.0,2,34,0,58086,50300,0,0,0,0.22329,0.42939674862286714
60000,2,2.0,2,34,0,297228,39502,0,2,1,2.72213,0.03196026640902529
280000,2,2.0,1,34,0,56957,48150,0,-2,0,0.41335714285714287,0.7715454178906745
230000,2,1.0,1,36,0,8610,8760,1,-1,0,0.05309777777777778,0.8518875031388633
210000,2,2.0,2,31,1,5957,6441,1,-1,0,2.81994,0.2690884676033296
60000,2,1.0,2,33,0,177705,69754,0,1,0,0.03472857142857143,0.7122583299053887
270000,2,1.0,2,37,0,32228,153320,1,-2,0,0.48816458333333335,1.1373981623342537
80000,2,3.0,1,41,0,34009,44884,1,-1,0,1.98085,0.040639119569881615
80000,2,2.0,1,44,0,1500,600,0,4,1,0.8270818181818181,0.28578023499928557
360000,2,2.0,1,40,0,56772,32740,0,0,0,5.70405,0.04216477765797986
300000,2,1.0,2,38,1,74966,63814,0,2,1,0.017005,1.18817994707439
270000,2,1.0,1,44,0,36297,46959,1,-2,0,0.71605,0.13965505202150688
200000,2,1.0,2,46,0,20285,19892,0,-2,0,0.03,0.0
20000,2,2.0,2,46,1,12169,10800,0,0,0,3.15215,0.11896641974525324
20000,2,2.0,1,32,1,71348,8600,0,2,1,4.67024693877551,0.03603751232836965
30000,2,2.0,1,33,1,177786,3468,0,2,1,0.1422,0.4118612283169245
50000,2,1.0,1,35,0,204376,100282,0,0,0,1.5677193548387096,0.24169278158327384
230000,2,4.0,2,30,0,819132,160339,0,0,0,0.08175,0.8037716615698267
50000,2,2.0,1,39,1,134555,25000,0,2,1,0.2414025641025641,0.2931054627338099
70000,2,3.0,1,31,0,81031,9000,0,2,1,2.713235714285714,0.050058838550702506
100000,2,1.0,2,31,0,22329,9588,0,2,1,0.08238333333333334,0.7170746510216468
100000,2,3.0,1,30,0,272213,8700,0,2,1,5.868133333333334,0.049606916452705006
210000,2,1.0,2,31,0,86805,66974,0,0,0,0.044195652173913046,0.4531234628627644
450000,2,1.0,2,31,0,23894,20355,0,0,0,0.197615625,0.32335499786517385
300000,2,3.0,2,31,0,845982,227644,0,0,0,0.8314363636363636,0.020774563187474032
140000,2,1.0,2,31,0,4862,3463,0,-2,0,3.5856,0.050540123456790126
480000,2,1.0,2,32,0,234319,266514,1,-2,0,0.0816,1.207312091503268
100000,2,2.0,2,30,1,198085,8050,0,2,1,3.8246232558139535,0.14788263078655567
110000,2,1.0,2,32,0,90979,26000,0,0,0,0.7424086956521739,0.9978331400728534
100000,2,2.0,2,31,1,570405,24051,0,0,0,0.06299285714285714,7.808708470348112
200000,2,1.0,2,31,0,3401,4041,1,-2,0,0.036816666666666664,2.97706352799155
100000,2,1.0,2,30,0,71605,10000,0,2,1,2.15045,0.051927116029978224
50000,2,2.0,1,30,1,1500,0,0,-1,0,1.4362580645161291,0.04084763273740005
20000,2,2.0,1,31,0,63043,7500,0,0,0,4.75025625,0.03597766436284358
490000,2,2.0,1,31,0,2288421,82469,0,0,0,0.37467,1.0155603597832759
90000,2,1.0,2,32,0,12798,5271,0,-1,0,3.55055,0.03567522402632456
310000,2,1.0,1,32,0,485993,117461,0,0,0,0.20977692307692308,1.0014667595614388
240000,2,1.0,2,33,0,19620,15770,0,-2,0,0.4764764705882353,0.876248441377267
390000,2,1.0,2,32,0,94147,27595,0,0,0,0.0045,0.0
140000,2,2.0,2,33,0,379853,19015,0,2,1,4.876963636363636,0.06934269832570937
120000,2,1.0,2,33,1,9886,7089,0,2,1,1.23622,0.3988610441507175
30000,2,3.0,1,33,0,176044,8733,0,0,0,0.22273428571428572,0.8000564413715253
230000,2,2.0,1,32,0,10165,4606,0,0,0,0.15235454545454546,0.1486365534936452
320000,2,1.0,2,32,0,63237,20448,0,0,0,5.977908333333334,0.039910838378529837
110000,2,1.0,2,32,0,91458,1900,0,0,0,0.07955833333333333,0.5098983974023253
60000,2,2.0,2,31,1,215136,10873,0,2,1,0.7503666666666666,0.35456443516503044
180000,2,1.0,2,32,0,14688,17733,1,-2,0,0.2702555555555556,0.7900957941043457
430000,2,1.0,2,33,0,1644588,243206,0,0,0,0.190615,3.4868452115520814
230000,2,1.0,2,33,0,170754,170384,0,0,0,2.39054,0.3554360102738293
140000,2,2.0,1,33,0,8819,68865,1,1,0,0.02356857142857143,0.9209601163777428
180000,2,1.0,2,31,0,6627,19729,1,-1,0,0.0,0.0
60000,2,2.0,2,31,0,129027,6700,0,2,1,5.2466333333333335,0.10358388553929822
310000,2,2.0,2,31,0,445240,18187,0,2,1,5.52024,0.04039196363443135
320000,2,2.0,1,33,0,1520082,54689,0,0,0,0.01663157894736842,1.0
100000,2,1.0,2,33,0,37467,38050,1,-2,0,5.721444444444445,0.03632047074359622
120000,2,2.0,2,33,1,426066,15200,0,2,1,5.14695,0.05283711712761927
260000,2,1.0,2,33,1,54542,54622,1,-2,0,5.93049,0.03557884761630152
170000,2,1.0,2,32,0,81001,70977,0,-1,0,1.1267433333333334,0.2875307301574153
200000,2,1.0,2,31,0,900,0,0,2,1,0.045788888888888886,2.1959233195826258
110000,2,1.0,1,31,0,536466,37200,0,5,2,0.8871772727272728,0.05533382177385887
50000,2,1.0,2,32,0,61811,24654,0,0,0,0.750554,0.07371887965422874
350000,2,2.0,2,32,0,77957,62370,0,0,0,0.063475,1.0063804647499015
110000,2,1.0,2,31,0,16759,2491,0,0,0,4.6798,0.03018291379973503
240000,2,1.0,1,30,0,1434698,57260,0,0,0,0.1436813953488372,0.9076768690416458
120000,2,2.0,1,30,0,9547,4868,0,3,1,0.012645,5.492289442467379
150000,2,1.0,2,32,0,112555,39908,0,0,0,0.14764444444444444,0.9184978928356412
180000,2,2.0,1,34,1,48646,38435,0,-2,0,0.328005,1.008932790658679
200000,2,2.0,2,34,0,38123,132929,1,0,0,4.846666666666667,0.22248968363136176
250000,2,1.0,2,33,0,597635,212421,0,0,0,0.546064,1.0767236074892321
350000,2,1.0,1,36,0,8249,7597,0,2,1,0.29336,0.1013089719116444
200000,2,2.0,1,36,0,0,0,1,-2,0,0.013888888888888888,0.5
30000,2,2.0,1,35,0,157399,16304,0,0,0,5.224545,0.03927423344999421
150000,2,2.0,1,45,0,828036,33446,0,0,0,0.046882,0.7665201996501856
380000,2,3.0,1,46,0,6320,6320,1,1,0,5.22859,0.0398004050805284
180000,2,2.0,1,47,0,1029860,37405,0,0,0,4.208617391304347,0.22280476289848364
20000,2,2.0,1,35,1,102939,5439,0,2,1,2.63798,0.23827322420943298
100000,2,1.0,1,49,1,593049,21100,0,2,1,0.36196923076923077,0.5305274566473989
300000,2,2.0,2,36,0,338023,97192,0,0,0,1.3546142857142858,0.22462904569566455
450000,2,1.0,2,36,0,20605,45247,1,1,0,2.30583125,0.05493002794545351
220000,2,2.0,1,35,1,195179,10800,0,2,1,5.01512,0.06838919108615546
500000,2,2.0,1,37,0,375277,27665,0,0,0,0.11578,1.0011516093741004
200000,2,3.0,2,45,0,12695,12776,1,-2,0,0.06674375,0.6481880325873209
80000,2,2.0,1,35,1,374384,11300,0,2,1,4.357878,0.03878034217571029
430000,2,1.0,1,46,0,61783,56079,0,-2,0,0.049862857142857146,0.9427572771029108
200000,2,2.0,1,40,0,2529,13890,1,-2,0,0.1297608695652174,0.9465237058133691
90000,2,1.0,1,36,0,13288,12205,0,-1,0,0.148795,1.2557209583655364
200000,2,1.0,1,38,0,65601,66187,1,-1,0,1.491338,0.31284122043426776
60000,2,2.0,1,47,0,290800,64700,0,0,0,3.6465615384615386,0.044931684853803264
250000,2,1.0,2,36,0,136516,146990,1,-1,0,0.6322448275862069,0.1956029691684256
200000,2,1.0,1,40,0,58672,5944,0,0,0,2.2307380952380953,0.0459510518619718
360000,2,2.0,2,45,0,5000,2500,0,2,1,0.07564166666666666,1.0627409937203922
200000,2,1.0,2,33,0,1044909,41038,0,0,0,0.1943,0.8029464745239321
500000,2,2.0,2,41,0,23441,17968,0,-2,0,6.018306666666667,0.0439359465453184
200000,2,1.0,1,38,0,1045718,41620,0,0,0,0.0025,0.0
230000,2,1.0,2,44,0,967982,215671,0,0,0,1.0263636363636364,0.0
50000,2,3.0,1,37,0,131899,31428,0,0,0,0.495725,0.052952745978112864
260000,2,1.0,1,38,0,94112,49929,0,0,0,0.3387205882352941,0.6515955368384492
140000,2,1.0,1,39,0,189646,42600,0,0,0,0.017157894736842105,1.0478527607361963
320000,2,2.0,2,35,0,737866,40531,0,0,0,0.30073333333333335,0.9948126801152738
50000,2,2.0,1,39,0,250756,17149,0,0,0,0.003472,1.0766129032258065
150000,2,2.0,1,35,1,17367,17387,1,-2,0,0.185484,1.2493907830324988
160000,2,1.0,1,36,0,10679,6922,0,0,0,0.004708108108108108,1.0
500000,2,2.0,1,43,0,2178939,84500,0,0,0,0.15170833333333333,0.8830174860386341
350000,2,1.0,1,44,0,17452,16453,0,-2,0,0.01493,0.5802634516633177
230000,2,3.0,2,48,1,29845,28249,0,-1,0,0.16215333333333334,1.2712247666817416
200000,2,2.0,1,39,0,29759,37369,1,-1,0,-0.0023142857142857145,-0.0
500000,2,2.0,2,39,0,745669,233276,0,0,0,0.006725,0.4158258098778545
130000,2,1.0,2,34,0,474053,21300,0,0,0,0.27102608695652175,0.7828381673511293
290000,2,2.0,2,34,0,183351,35864,0,0,0,4.925116666666667,0.035016090989384345
210000,2,2.0,2,34,0,468455,21526,0,0,0,0.1098391304347826,0.7923841190674108
240000,2,1.0,2,36,0,18154,19293,1,-1,0,0.13043333333333335,0.9844450123519891
80000,2,2.0,1,36,0,15544,12481,0,-2,0,0.077525,0.25744383532193915
150000,2,1.0,2,36,1,902746,39663,0,2,1,0.019233333333333335,0.0
200000,2,4.0,1,39,0,500,0,0,-2,0,4.721841666666666,0.03532519973668466
110000,2,2.0,2,36,1,112900,0,0,2,1,0.10916521739130434,0.5974191492751314
320000,2,3.0,1,33,0,158632,8400,0,2,1,0.7028782608695652,0.5319741188405438
340000,2,1.0,2,37,0,115165,75041,0,0,0,0.23384583333333334,1.0364912780856332
380000,2,2.0,1,43,0,6520,6832,1,1,0,0.00700625,1.0
150000,2,1.0,1,43,0,45110,44876,0,-1,0,0.12324166666666667,0.977550882412604
500000,2,1.0,2,37,0,1736,1869,1,-2,0,3.95021875,0.16925170283291274
500000,2,2.0,1,49,0,92742,115871,1,-2,0,4.5942,0.15828653519655217
370000,2,2.0,1,44,0,1742,1742,1,-2,0,0.008232558139534885,1.0
360000,2,2.0,1,40,0,54615,48226,0,-2,0,1.6902125,0.2590650583876288
300000,2,2.0,1,39,0,4479,2599,0,-2,0,0.08561612903225807,0.7353151727515919
150000,2,2.0,2,37,0,24323,30920,1,-2,0,0.56806,0.046943397997864074
210000,2,1.0,1,38,0,-486,0,1,-2,0,0.02591,0.44172134311076805
280000,2,1.0,1,39,0,1883,783,0,-2,0,0.020771428571428573,1.3823933975240714
230000,2,2.0,1,44,0,62336,48799,0,0,0,0.17861,0.8344577571244611
360000,2,2.0,2,37,0,1773042,62085,0,0,0,0.6105375,1.2741846323935877
230000,2,2.0,1,40,0,25263,20018,0,0,0,1.35878125,0.04382143924932729
450000,2,2.0,1,44,0,58695,57782,0,-2,0,0.2983941176470588,0.7024661422910876
240000,2,1.0,2,34,1,18606,4790,0,2,1,0.08361666666666667,1.0484851504883397
300000,2,1.0,2,41,0,5770,0,0,-1,0,5.382116666666667,0.030260089741644396
240000,2,2.0,1,38,0,1133242,40032,0,0,0,0.0879888888888889,0.8607147367091804
230000,2,2.0,1,37,1,25108,15000,0,0,0,0.26315555555555553,0.7837991893261274
230000,2,1.0,2,41,0,161662,86000,0,0,0,0.06993809523809524,0.9182270034724587
240000,2,2.0,1,40,1,56123,58171,1,-1,0,-0.001,-4.626666666666667
160000,2,1.0,2,39,0,1121,1121,1,-2,0,4.295529166666666,0.04074003299942673
360000,2,4.0,1,39,0,44367,43371,0,0,0,0.0,0.0
160000,2,1.0,1,41,0,632035,106973,0,0,0,2.26786,0.13692203222421137
10000,2,2.0,1,42,0,45942,7272,0,0,0,5.73954,0.04149461455099189
430000,2,1.0,2,38,0,3540,3540,1,-1,0,0.012369565217391304,1.2882249560632688
80000,2,1.0,1,39,0,135217,35030,0,2,1,3.6370806451612903,0.07128900793351634
310000,2,1.0,1,39,0,26541,19516,0,0,0,0.01406,1.0
150000,2,3.0,1,41,0,85209,4000,0,0,0,0.017995,1.277854959711031
200000,2,2.0,1,43,0,5182,2289,0,0,0,7.8176375,0.04968572666614434
210000,2,1.0,1,44,0,4362,6030,1,0,0,0.27143,1.0195925284603766
400000,2,2.0,2,43,0,71444,59617,0,-2,0,5.488,0.07470845481049562
80000,2,2.0,1,40,0,48843,62235,1,-1,0,4.34735,0.08382117841903688
160000,2,2.0,1,42,0,217405,9527,0,0,0,0.0,0.0
170000,2,2.0,1,40,0,50727,35634,0,-1,0,3.04387,0.06866259071510938
240000,2,2.0,1,41,0,20068,21041,1,-2,0,0.3018,0.9306541702167944
300000,2,2.0,1,33,1,1614635,48859,0,2,1,0.0,0.0
90000,2,2.0,1,44,0,7919,6816,0,2,1,0.208425,0.07796569509415857
180000,2,2.0,1,35,0,47368,37127,0,-1,0,1.9554463414634147,0.14029733090692287
210000,2,2.0,1,48,0,14687,13486,0,-1,0,2.6102444444444446,0.1086020040694358
300000,2,1.0,1,42,0,-300,1388,1,3,1,2.305285185185185,0.03542905433086932
240000,2,1.0,2,37,1,1030927,42000,0,3,1,3.745161111111111,0.03938415347804352
170000,2,1.0,1,44,0,0,0,1,-2,0,1.4213217391304347,0.03893497785282529
50000,2,1.0,2,37,0,113393,15526,0,0,0,1.2821533333333333,0.02698065234007373
50000,2,2.0,1,39,0,286977,11908,0,0,0,6.3275266666666665,0.0291130078208547
230000,2,1.0,2,39,0,2845,3665,1,-1,0,0.03605428571428571,0.8704334733338617
310000,2,1.0,1,34,0,1127495,80378,0,0,0,0.04178571428571429,0.47692307692307695
150000,2,3.0,2,35,0,2109,2109,1,1,0,2.118315384615385,0.07024812895588294
200000,2,1.0,2,35,0,3599,4599,1,-1,0,0.161118,0.7588723792499907
80000,2,2.0,2,39,1,625411,31074,0,2,1,0.7962178571428571,0.24871154251573285
500000,2,1.0,1,37,0,135715,138374,1,-2,0,0.4329733333333333,0.9798139993225141
20000,2,2.0,1,42,1,109760,8200,0,2,1,3.918885,0.05045822982812713
20000,2,3.0,1,46,1,86947,7288,0,2,1,0.6588724137931035,1.233361071422964
150000,2,1.0,2,34,1,0,0,1,-2,0,0.0,0.0
100000,2,4.0,2,34,0,304387,20900,0,0,0,4.158878947368421,0.03500816895241253
210000,2,3.0,1,44,1,63378,58983,0,-2,0,-0.0006,-0.0
300000,2,2.0,1,40,0,0,0,1,1,0,0.22082142857142859,1.091136988516901
80000,2,2.0,2,32,1,16674,1300,0,2,1,0.17607,1.0794854319304823
410000,2,1.0,2,31,0,801733,112481,0,0,0,0.2122181818181818,1.0401173749143249
90000,2,3.0,1,36,0,234922,25513,0,0,0,2.799916666666667,0.04241197654692104
270000,2,2.0,1,43,0,622427,22052,0,0,0,0.01357659574468085,0.44648174267356217
360000,2,2.0,1,41,0,1348258,53100,0,0,0,0.25914642857142856,0.9943633632392056
230000,2,3.0,1,38,0,326904,12728,0,0,0,-0.00327,-0.0
150000,2,2.0,2,42,0,192323,5189,0,0,0,2.85175,0.06503024458665732
150000,2,2.0,2,44,1,949129,27632,0,2,1,5.92355,0.04429776063340395
350000,2,2.0,1,43,0,12619,10984,0,-1,0,0.20625862068965517,0.9064448716877037
210000,2,3.0,2,43,0,8775,4185,0,-1,0,1.0292,0.8586766420520793
130000,2,3.0,1,44,0,275381,19345,0,0,0,0.21406666666666666,0.9520087200249143
500000,2,1.0,1,49,0,80559,61134,0,-2,0,0.13916875,1.084340054789599
280000,2,2.0,1,48,1,222941,55448,0,2,1,0.0,0.0
450000,2,1.0,1,39,0,194838,190905,0,-2,0,3.78013125,0.04148334796576177
200000,2,2.0,2,46,0,783777,39548,0,0,0,2.490305,0.0351764141340117
290000,2,2.0,1,34,0,191073,235662,1,0,0,0.3426388888888889,0.18714227807053102
170000,2,2.0,1,35,0,0,0,1,1,0,5.676575,0.04390264669570413
380000,2,2.0,1,39,0,1580374,55326,0,0,0,0.055615,1.1588600197788366
180000,2,1.0,2,35,1,-108,0,1,1,0,0.09170952380952381,0.6944285788462538
280000,2,1.0,2,35,0,61830,67465,1,-1,0,5.617014285714285,0.03662342220447569
200000,2,2.0,1,31,0,35214,38013,1,-2,0,4.389618181818181,0.23610668146742936
220000,2,2.0,1,40,0,46688,48561,1,1,0,2.5836,0.05785209268720648
240000,2,1.0,1,38,1,671980,28500,0,2,1,0.12825,0.604093567251462
470000,2,2.0,2,43,0,6381,2849,0,-2,0,0.14723548387096774,1.003680739653397
280000,2,1.0,2,35,0,72561,72152,0,0,0,0.04995,0.5723723723723724
200000,2,1.0,2,43,1,-654,0,1,-2,0,0.10656521739130435,0.0
20000,2,3.0,1,46,0,57035,3709,0,2,1,0.034006666666666664,0.8001699013265373
20000,2,2.0,2,34,0,118471,5248,0,0,0,3.8304625,0.036806913003325316
290000,2,1.0,2,34,0,59815,54219,0,0,0,4.682419047619048,0.05511701318406847
20000,2,1.0,1,37,1,20584,17675,0,2,1,0.016192307692307693,0.05178147268408551
150000,2,1.0,1,38,0,32110,30569,0,-2,0,0.28193,1.2657468165856773
160000,2,2.0,1,36,1,22267,24145,1,-2,0,0.1693888888888889,0.29324368645457527
360000,2,1.0,1,36,1,0,0,1,-2,0,0.06128823529411765,1.4907380746712737
160000,2,2.0,1,41,0,604821,25090,0,2,1,0.19220444444444446,0.577590991074319
400000,2,1.0,1,37,0,996122,35040,0,0,0,4.4634125,0.03536531745609441
180000,2,2.0,2,36,0,61675,11542,0,2,1,0.08412,0.8762878427643049
120000,2,2.0,1,32,0,681189,29906,0,0,0,0.0,0.0
200000,2,2.0,2,33,0,11123,12890,1,-2,0,2.7433973684210526,0.039393145840107974
210000,2,1.0,1,39,0,19259,13374,0,-1,0,0.5781475,0.4107948231203975
70000,2,3.0,1,48,1,393191,14400,0,2,1,0.019175,0.8670143415906127
110000,2,2.0,1,38,1,482858,114006,0,0,0,0.08191666666666667,0.9392166836215666
30000,2,3.0,2,47,1,77508,4484,0,2,1,4.235,0.03433884297520661
40000,2,3.0,1,46,0,5130,3099,0,2,1,4.396233333333333,0.03453335051976313
310000,2,1.0,1,41,0,45643,45811,1,2,1,1.0580722222222223,0.5540343286795167
200000,2,2.0,1,41,0,9990,5718,0,-1,0,3.51894,0.04205811977470488
230000,2,2.0,1,39,0,24510,0,0,0,0,0.137675,1.0253616609164093
